id,issn,idl,Abstract,Title,Autherkeywords,Indexkeywords,Author,AuthorsID,Volume,Issue,Year,Pagestart,Pageend,Pagecount,Source,ENTRYTYPE,doi,url,citation_count,Affiliations,Authors_affiliations,Address,Publisher,Language,AbbreviatedSource,Document_Type,Publication_Stage,Access_Type,EID,author_publ_age,author_age,doc_id,author_order
54,,,,The impact of stage-related features in melanoma recurrence prediction: A machine learning approach,,,"Wan G., Leung B., Nguyen N., DeSimone M.S., Liu F., Choi M.S., Ho D., Laucks V., Duey S., Sullivan R.J., Boland G.M., LeBoeuf N.R., Liu D., Gusev A., Kwatra S.G., Sorger P.K., Yu K.-H., Semenov Y.R.",57357726500;57835491300;57358111100;57949418800;57892389900;57949297800;57948810700;57961473900;57195507300;57969824000;57204368735;22934810500;57969115700;57969588200;26537661500;57969353700;57970515800;57209462632;,,,2023,,,,JAAD International,,10.1016/j.jdin.2022.08.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142145109&doi=10.1016%2fj.jdin.2022.08.014&partnerID=40&md5=98dc4e0aff6fc4250877d5fb75461e84,0,,,,,,,,28,30,,,,,
55,,,,Supporting weather forecasting performance management at aerodromes through anomaly detection and hierarchical clustering,,,"Patriarca R., Simone F., Di Gravio G.",56411874700;57485994100;57216907224;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.119210,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142137456&doi=10.1016%2fj.eswa.2022.119210&partnerID=40&md5=c16b866536067ae561076c4ece4ceb90,119210,,,,,,,,,,,,,,
56,,,,Machine learning-assisted parameter identification for constitutive models based on concatenated loading path sequences,,,"Schulte R., Karca C., Ostwald R., Menzel A.",57200555358;57968991800;36146331600;7006329394;,,,2023,,,,"European Journal of Mechanics, A/Solids",,10.1016/j.euromechsol.2022.104854,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142136720&doi=10.1016%2fj.euromechsol.2022.104854&partnerID=40&md5=00ce2bf45a386e22781b07e22ec80177,104854,,,,,,,,,,,,,,
57,,,,Screening model of candidate drugs for breast cancer based on ensemble learning algorithm and molecular descriptor,,,"Shi L., Yan F., Liu H.",57969332900;7202884480;35146296000;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.119185,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142123591&doi=10.1016%2fj.eswa.2022.119185&partnerID=40&md5=769e55895e8195690d38f6d83192ebdd,119185,,,,,,,,,,,,,,
58,,,,Fusing one-class and two-class classification  A case study on the detection of pepper fraud,,,"Alewijn M., Akridopoulou V., Venderink T., Müller-Maatsch J., Silletti E.",55996708200;57967678400;57189363743;56451157600;15770056000;,,,2023,,,,Food Control,,10.1016/j.foodcont.2022.109502,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142000829&doi=10.1016%2fj.foodcont.2022.109502&partnerID=40&md5=0a8dfcbe2e3845b549ae3215f747b265,109502,,,,,,,,,,,,,,
59,,,,Filling gaps in significant wave height time series records using bidirectional gated recurrent unit and cressman analysis,,,"Wang J., Wen K., Deng F.",55963091300;57965836300;57327852900;,,,2023,,,,Dynamics of Atmospheres and Oceans,,10.1016/j.dynatmoce.2022.101339,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141928591&doi=10.1016%2fj.dynatmoce.2022.101339&partnerID=40&md5=539325408535c6b839d8978e7d318595,101339,,,,,,,,,,,,,,
60,,,,Improved deep convolutional neural networks using chimp optimization algorithm for Covid19 diagnosis from the X-ray images,,,"Cai C., Gou B., Khishe M., Mohammadi M., Rashidi S., Moradpour R., Mirjalili S.",57965808600;8288416200;57192100593;57655541700;57191821213;55652617300;51461922300;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.119206,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141928573&doi=10.1016%2fj.eswa.2022.119206&partnerID=40&md5=e5e934b550c355b11a2b2bedce46c8cf,119206,,,,,,,,,,,,,,
61,,,,DESC-IDS: Towards an efficient real-time automotive intrusion detection system based on deep evolving stream clustering,,,"Cheng P., Han M., Liu G.",57219285475;57685475900;56136751400;,,,2023,,,,Future Generation Computer Systems,,10.1016/j.future.2022.10.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141926168&doi=10.1016%2fj.future.2022.10.020&partnerID=40&md5=81fa14f3e12f9fff1bc358621d7802fa,0,,,,,,,,266,281,,,,,
62,,,,Near-optimal multi-accelerator architectures for predictive maintenance at the edge,,,"Koraei M., Cebrian J.M., Jahre M.",56483197000;21741969900;24503028500;,,,2023,,,,Future Generation Computer Systems,,10.1016/j.future.2022.10.030,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141926014&doi=10.1016%2fj.future.2022.10.030&partnerID=40&md5=6515d8b9a3b36206999fd6ac20c9b6a3,0,,,,,,,,331,343,,,,,
63,,,,Prototype-Guided Feature Learning for Unsupervised Domain Adaptation: Prototype-Guided Feature Learning,,,"Du Y., Zhou D., Xie Y., Lei Y., Shi J.",57226137692;9232409200;57202398492;56424742100;55553885300;,,,2023,,,,Pattern Recognition,,10.1016/j.patcog.2022.109154,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141925251&doi=10.1016%2fj.patcog.2022.109154&partnerID=40&md5=604820fe3dfe0fb7dd292cf1a996dd83,109154,,,,,,,,,,,,,,
64,,,,Ensemble feature selection and classification methods for machine learning-based coronary artery disease diagnosis,,,"Kolukisa B., Bakir-Gungor B.",57207568284;25932029800;,,,2023,,,,Computer Standards and Interfaces,,10.1016/j.csi.2022.103706,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141924566&doi=10.1016%2fj.csi.2022.103706&partnerID=40&md5=e57703293b5d8a5afb004786d1059ecb,103706,,,,,,,,,,,,,,
65,,,,Influence of personality and modality on peer assessment evaluation perceptions using Machine Learning techniques,,,"Cachero C., Rico-Juan J.R., Macià H.",23395751500;6506447412;6505536756;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.119150,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141923274&doi=10.1016%2fj.eswa.2022.119150&partnerID=40&md5=3a4da29d20ae268c18cd7473ce398b64,119150,,,,,,,,,,,,,,
66,,,,Fruit-CoV: An efficient vision-based framework for speedy detection and diagnosis of SARS-CoV-2 infections through recorded cough sounds,,,"Nguyen L.H., Pham N.T., Do V.H., Nguyen L.T., Nguyen T.T., Nguyen H., Nguyen N.D., Nguyen T.T., Nguyen S.D., Bhatti A., Lim C.P.",57267602500;57243980400;57267816200;57267176300;57266958400;57221012947;57197868144;24833242300;25923584900;12345621500;55666579300;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.119212,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141921198&doi=10.1016%2fj.eswa.2022.119212&partnerID=40&md5=870ad258fe8a529247ac4f7c1196dd89,119212,,,,,,,,,,,,,,
67,,,,A hybrid intelligent framework for forecasting short-term hourly wind speed based on machine learning,,,"Wang Y., Yang P., Zhao S., Chevallier J., Xiao Q.",57219404840;55479219600;57843264200;57965810800;57118850100;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.119223,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141919048&doi=10.1016%2fj.eswa.2022.119223&partnerID=40&md5=14d15ed78c38364454dbce656be3d648,119223,,,,,,,,,,,,,,
68,,,,A novel adaptive optimization framework for SVM hyper-parameters tuning in non-stationary environment: A case study on intrusion detection system,,,"Kalita D.J., Singh V.P., Kumar V.",57208282211;56828519400;57212901158;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.119189,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141917942&doi=10.1016%2fj.eswa.2022.119189&partnerID=40&md5=9c112853a7ebd62f0a0f7081f95dd375,119189,,,,,,,,,,,,,,
69,,,,Semi-supervised learning with graph convolutional extreme learning machines,,,"Zhang Z., Cai Y., Gong W.",57218450113;57197758988;57693590500;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.119164,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141917110&doi=10.1016%2fj.eswa.2022.119164&partnerID=40&md5=bc5362eb904c464a2cbc876726744b30,119164,,,,,,,,,,,,,,
70,,,,Photovoltaic power prediction for solar micro-grid optimal control,,,"Kallio S., Siroux M.",57219372806;6603352986;,,,2023,,,,Energy Reports,,10.1016/j.egyr.2022.11.081,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141915414&doi=10.1016%2fj.egyr.2022.11.081&partnerID=40&md5=f18261acde89d1c915553d08697ba14b,0,,,,,,,,594,601,,,,,
71,,,,A theoretical demonstration for reinforcement learning of PI control dynamics for optimal speed control of DC motors by using Twin Delay Deep Deterministic Policy Gradient Algorithm,,,"Tufenkci S., Baykant Alagoz B., Kavuran G., Yeroglu C., Herencsar N., Mahata S.",57207455383;57221078940;36975622800;9942236000;23012051100;57191593788;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.119192,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141914275&doi=10.1016%2fj.eswa.2022.119192&partnerID=40&md5=f03500f5d2d75d53643eff0781d44c61,119192,,,,,,,,,,,,,,
72,,,,A framework to select heuristics for the rectangular two-dimensional strip packing problem,,,"Neuenfeldt Júnior A., Siluk J., Francescatto M., Stieler G., Disconzi D.",55823126900;55608536700;57237803100;57457816200;57457355600;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.119202,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141912205&doi=10.1016%2fj.eswa.2022.119202&partnerID=40&md5=ba5d146ee1e37a9df692a72c8bab5036,119202,,,,,,,,,,,,,,
73,,,,Baton: symphony of random testing and concolic testing through machine learning and taint analysis,,,"Chen B., Liu Y., Peng X., Wu Y., Qin S.",35224542900;57206822002;57783001900;57965853400;57966102100;,,,2023,,,,Science China Information Sciences,,10.1007/s11432-020-3403-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141910547&doi=10.1007%2fs11432-020-3403-2&partnerID=40&md5=6cdb2dce42bf956fef081b5a526e4cdb,132101,3,,,,,,,,,,,,,
74,,,,An intelligent driven deep residual learning framework for brain tumor classification using MRI images,,,"Mehnatkesh H., Jalali S.M.J., Khosravi A., Nahavandi S.",57218798684;57194543379;56234594800;55992860000;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.119087,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141789533&doi=10.1016%2fj.eswa.2022.119087&partnerID=40&md5=1ce268cfa9ef2958cd71753cdfa97ac8,119087,,,,,,,,,,,,,,
75,,,,"Multimodal sentiment analysis: A systematic review of history, datasets, multimodal fusion methods, applications, challenges and future directions",,,"Gandhi A., Adhvaryu K., Poria S., Cambria E., Hussain A.",57212065614;57201733185;55316592700;56140547500;19734290900;,,,2023,,,,Information Fusion,,10.1016/j.inffus.2022.09.025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141785465&doi=10.1016%2fj.inffus.2022.09.025&partnerID=40&md5=917b2d253eb816f55cda4cc6579385d9,0,,,,,,,,424,444,,,,,
76,,,,Traffic management in vehicular adhoc networks using hybrid deep neural networks and mobile agents,,,"Sabri Y., Kamoun N.E.",55839017400;57222543593;,,,2023,,,,IAES International Journal of Artificial Intelligence,,10.11591/ijai.v12.i1.pp114-123,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141532011&doi=10.11591%2fijai.v12.i1.pp114-123&partnerID=40&md5=8ef527ee3c8c4ea1fce9011028dde1b6,0,1,,,,,,,114,123,,,,,
77,,,,Automated real estate valuation with machine learning models using property descriptions,,,"Baur K., Rosenfelder M., Lutz B.",57957530000;57226166842;57190262132;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.119147,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141519670&doi=10.1016%2fj.eswa.2022.119147&partnerID=40&md5=fc5191ec9bcb9b1550ffe60c65cacc76,119147,,,,,,,,,,,,,,
78,,,,JEPX spot prices forecasting system using GIS,,,"Nakayama S., Shiota A., Mitani Y., Watanabe M.",57213186502;57000175300;57957665100;57956775900;,,,2023,,,,Energy Reports,,10.1016/j.egyr.2022.10.419,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141501548&doi=10.1016%2fj.egyr.2022.10.419&partnerID=40&md5=688e52b5430a3523ba94289ef4d659b8,0,,,,,,,,329,336,,,,,
79,,,,An attention-based hybrid architecture with explainability for depressive social media text detection in Bangla,,,"Ghosh T., Banna M.H.A., Nahian M.J.A., Uddin M.N., Kaiser M.S., Mahmud M.",57216854626;57221946467;57222521107;57212862997;56446362000;35173453700;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.119007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141482833&doi=10.1016%2fj.eswa.2022.119007&partnerID=40&md5=73741032352c273344e3609de6c3296d,119007,,,,,,,,,,,,,,
80,,,,Coalition based utility and efficiency optimization for multi-task federated learning in Internet of Vehicles,,,"Li Z., Wu H., Lu Y.",57205604011;56429999400;56166136300;,,,2023,,,,Future Generation Computer Systems,,10.1016/j.future.2022.10.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141476990&doi=10.1016%2fj.future.2022.10.014&partnerID=40&md5=e965a55407f398e6f5fdc9149f77fd5b,0,,,,,,,,196,208,,,,,
81,,,,Near-infrared spectroscopy and machine learning for classification of food powders during a continuous process,,,"Ozturk S., Bowler A., Rady A., Watson N.J.",57930033700;57210291862;55542545600;35180596200;,,,2023,,,,Journal of Food Engineering,,10.1016/j.jfoodeng.2022.111339,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141457361&doi=10.1016%2fj.jfoodeng.2022.111339&partnerID=40&md5=c5e9481610abd84198d5b85d5fcd26cb,111339,,,,,,,,,,,,,,
82,,,,Solving partial differential equation based on extreme learning machine,,,"Quan H.D., Huynh H.T.",57198352818;16642607900;,,,2023,,,,Mathematics and Computers in Simulation,,10.1016/j.matcom.2022.10.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141380332&doi=10.1016%2fj.matcom.2022.10.018&partnerID=40&md5=d28656ad4c8b381425ab84732dec2141,0,,,,,,,,697,708,,,,,
83,,,,Mix-ViT: Mixing attentive vision transformer for ultra-fine-grained visual categorization,,,"Yu X., Wang J., Zhao Y., Gao Y.",56510536400;57221358111;57221285088;57879827500;,,,2023,,,,Pattern Recognition,,10.1016/j.patcog.2022.109131,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141303699&doi=10.1016%2fj.patcog.2022.109131&partnerID=40&md5=ac67cf1ee4ceb6f7f63da180b842c0f0,109131,,,,,,,,,,,,,,
84,,,,UPLC-QTOF-MS coupled with machine learning to discriminate between NFC and FC orange juice,,,"Sun R., Xing R., Zhang J., Yu N., Ge Y., Zhang W., Chen Y.",57216614380;56542834900;56728944300;57808072200;11240951500;57656695100;55883661500;,,,2023,,,,Food Control,,10.1016/j.foodcont.2022.109487,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141285445&doi=10.1016%2fj.foodcont.2022.109487&partnerID=40&md5=5d6c81955c29383ffabac6f352ea387f,109487,,,,,,,,,,,,,,
85,,,,Multimodality information fusion for automated machine translation,,,"Li L., Tayir T., Han Y., Tao X., Velásquez J.D.",56111424200;57344798300;57217245579;57928365700;57194289708;,,,2023,,,,Information Fusion,,10.1016/j.inffus.2022.10.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141280543&doi=10.1016%2fj.inffus.2022.10.018&partnerID=40&md5=56ce10f769e94844419d558a766bfe19,0,,,,,,,,352,363,,,,,
86,,,,A deep neural network approach with hyper-parameter optimization for vehicle type classification using 3-D magnetic sensor,,,"Kolukisa B., Yildirim V.C., Ayyildiz C., Gungor V.C.",57207568284;57874640100;55532086200;10739803300;,,,2023,,,,Computer Standards and Interfaces,,10.1016/j.csi.2022.103703,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141274110&doi=10.1016%2fj.csi.2022.103703&partnerID=40&md5=42a29ef8de748e0c1cf8d75f0abc3fa0,103703,,,,,,,,,,,,,,
87,,,,Adversarial attacks on deep learning networks in image classification based on Smell Bees Optimization Algorithm,,,Mohamed Ben Ali Y.,24080660300;,,,2023,,,,Future Generation Computer Systems,,10.1016/j.future.2022.10.022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141252744&doi=10.1016%2fj.future.2022.10.022&partnerID=40&md5=b0d18241cf820e95ab1690cee39b83ce,0,,,,,,,,185,195,,,,,
88,,,,A digital twin-based framework for multi-element seismic hybrid simulation of structures,,,"Mokhtari F., Imanpour A.",57310991700;34978648500;,,,2023,,,,Mechanical Systems and Signal Processing,,10.1016/j.ymssp.2022.109909,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141246204&doi=10.1016%2fj.ymssp.2022.109909&partnerID=40&md5=ae056f2c438a00d57d41e52b06d7fa1f,109909,,,,,,,,,,,,,,
89,,,,Batch normalization embeddings for deep domain generalization,,,"Segu M., Tonioni A., Tombari F.",57215690142;57195318401;55921536100;,,,2023,,,,Pattern Recognition,,10.1016/j.patcog.2022.109115,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141241323&doi=10.1016%2fj.patcog.2022.109115&partnerID=40&md5=bc734764ff426aa3020ecace6e6c5bec,109115,,,,,,,,,,,,,,
90,,,,Identifying patterns in multiple biomarkers to diagnose diabetic foot using an explainable genetic programming-based approach,,,"D'Angelo G., Della-Morte D., Pastore D., Donadel G., De Stefano A., Palmieri F.",7102881236;23008189700;8753787600;6701730462;57023457900;7103111550;,,,2023,,,,Future Generation Computer Systems,,10.1016/j.future.2022.10.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141235542&doi=10.1016%2fj.future.2022.10.019&partnerID=40&md5=9eeaa711d8325b6017ec841f4daed4dc,0,,,,,,,,138,150,,,,,
91,,,,Noise-resistant state of charge estimation of Li-ion battery using the outlier robust extreme learning machine,,,"Zhang Y., Dai Y., Yang R., Li Z., Zhao J., Wu Q.",57375554700;57886000700;57202214691;57215825107;57954772100;12646898900;,,,2023,,,,Energy Reports,,10.1016/j.egyr.2022.10.367,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141225238&doi=10.1016%2fj.egyr.2022.10.367&partnerID=40&md5=13763d98fe5bf4dd40ef27926c060e49,0,,,,,,,,1,8,,,,,
92,,,,GRACE PLUS: A data fusion-based approach to improve GRACE score in the risk assessment of Acute Coronary Syndrome,,,"Neto A.B.L., Sousa J.P., Gil P., Henriques J.",57954090800;57211550971;57202810878;14010018700;,,,2023,,,,Information Fusion,,10.1016/j.inffus.2022.10.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141223944&doi=10.1016%2fj.inffus.2022.10.019&partnerID=40&md5=e6bc06bbf0285f232ea652e842882fbb,0,,,,,,,,388,395,,,,,
93,,,,Bayesian low-rank matrix completion with dual-graph embedding: Prior analysis and tuning-free inference,,,"Chen Y., Cheng L., Wu Y.-C.",57565991600;56528685500;7406894786;,,,2023,,,,Signal Processing,,10.1016/j.sigpro.2022.108826,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141002044&doi=10.1016%2fj.sigpro.2022.108826&partnerID=40&md5=36d3fe5b567b04ccee11a0fd992b5cf0,108826,,,,,,,,,,,,,,
94,,,,DNN-PP: A novel Deep Neural Network approach and its applicability in drug-related property prediction,,,"Wiercioch M., Kirchmair J.",57189385855;8402184100;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.119055,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140914063&doi=10.1016%2fj.eswa.2022.119055&partnerID=40&md5=de5bad8b2ee034af181916ec9acda5ce,119055,,,,,,,,,,,,,,
95,,,,TinyML-enabled edge implementation of transfer learning framework for domain generalization in machine fault diagnosis,,,"Asutkar S., Chalke C., Shivgan K., Tallur S.",57211408713;57947836800;57947836900;36238594700;,,,2023,,,,Expert Systems with Applications,,10.1016/j.eswa.2022.119016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140881675&doi=10.1016%2fj.eswa.2022.119016&partnerID=40&md5=22f9f3a95ed2feacd359870eaf39c0fd,119016,,,,,,,,,,,,,,
